id,Report_001_RAW,Report_001_1_RAW,Report_001_2_RAW,Report_002_RAW,Report_001_DIR,Report_001_1_DIR,Report_001_2_DIR,Report_002_DIR,Report_RAW_NA,Report_DIR_NA,Report_informe_DIRd,Report_alias_DIRd,Report_SoloContacto_DIRd,Report_EmailFuturo_DIRd
vhy5bvt4fb,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
vlzy59ejug,"Si, deseo recibir el informe",,nqXFm9NaeC@gmail.com,"Si, acepto ser contactado en el futuro",1,,nqXFm9NaeC@gmail.com,1,0,0,1,,nqXFm9NaeC@gmail.com,nqXFm9NaeC@gmail.com
vozlqe851u,"Si, deseo recibir el informe",,6wm3l@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,6wm3l@gmail.com,0,0,0,1,,6wm3l@gmail.com,NA
vqdlvnygor,"Si, deseo recibir el informe",,8sebQOy@gmail.com,"Si, acepto ser contactado en el futuro",1,,8sebQOy@gmail.com,1,0,0,1,,8sebQOy@gmail.com,8sebQOy@gmail.com
vro0gvd7yj,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
vtrywu4nrg,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
vtykzq1kqu,"Si, deseo recibir el informe",,F9CIaJ@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,F9CIaJ@gmail.com,0,0,0,1,,F9CIaJ@gmail.com,NA
w5xlp96oau,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
wju0eu0xqf,"Si, deseo recibir el informe",,EZUKDQBYqG@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,EZUKDQBYqG@gmail.com,0,0,0,1,,EZUKDQBYqG@gmail.com,NA
wk2t8qcg3w,No deseo recibir el informe,NA,NA,"No, no acepto que mis datos sean reutilizados",0,NA,NA,0,2,2,0,NA,NA,NA
wk4xr8wsuk,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
wo5p37bj82,"Si, deseo recibir el informe",,pvaq5B@gmail.com,"Si, acepto ser contactado en el futuro",1,,pvaq5B@gmail.com,1,0,0,1,,pvaq5B@gmail.com,pvaq5B@gmail.com
wtw44m4z52,"Si, deseo recibir el informe",,R1cJ2@gmail.com,"Si, acepto ser contactado en el futuro",1,,R1cJ2@gmail.com,1,0,0,1,,R1cJ2@gmail.com,R1cJ2@gmail.com
wz66hmqsly,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
xc9bj6hzc0,"Si, deseo recibir el informe",,8aLtaH07K6@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,8aLtaH07K6@gmail.com,0,0,0,1,,8aLtaH07K6@gmail.com,NA
xffngnrzht,"Si, deseo recibir el informe",,aW0X6fw53@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,aW0X6fw53@gmail.com,0,0,0,1,,aW0X6fw53@gmail.com,NA
xh39sayova,No deseo recibir el informe,NA,NA,"No, no acepto que mis datos sean reutilizados",0,NA,NA,0,2,2,0,NA,NA,NA
xmgtt4u6dz,"Si, deseo recibir el informe",,VsoNe@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,VsoNe@gmail.com,0,0,0,1,,VsoNe@gmail.com,NA
xpg1oybll7,"Si, deseo recibir el informe",,oRxHgng7@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,oRxHgng7@gmail.com,0,0,0,1,,oRxHgng7@gmail.com,NA
xyt9zsqdgv,"Si, deseo recibir el informe",,PeIcgB6@gmail.com,"No, no acepto que mis datos sean reutilizados",1,,PeIcgB6@gmail.com,0,0,0,1,,PeIcgB6@gmail.com,NA
y1hqhpozbj,No deseo recibir el informe,NA,NA,"Si, acepto ser contactado en el futuro",0,NA,NA,1,2,2,0,NA,NA,NA
y6pb1xwr9o,"Si, deseo recibir el informe",,LxlIKBM7@gmail.com,"Si, acepto ser contactado en el futuro",1,,LxlIKBM7@gmail.com,1,0,0,1,,LxlIKBM7@gmail.com,LxlIKBM7@gmail.com
y7sdbrr5ce,No deseo recibir el informe,NA,NA,"No, no acepto que mis datos sean reutilizados",0,NA,NA,0,2,2,0,NA,NA,NA
ygjy0r3n2d,No deseo recibir el informe,NA,NA,"No, no acepto que mis datos sean reutilizados",0,NA,NA,0,2,2,0,NA,NA,NA
yk9l51x5a4,"Si, deseo recibir el informe",,0in2LymuEV@gmail.com,"Si, acepto ser contactado en el futuro",1,,0in2LymuEV@gmail.com,1,0,0,1,,0in2LymuEV@gmail.com,0in2LymuEV@gmail.com
z8wzbqn0pn,No deseo recibir el informe,NA,NA,"No, no acepto que mis datos sean reutilizados",0,NA,NA,0,2,2,0,NA,NA,NA
zcp64btqg5,"Si, deseo recibir el informe",,QVeArSV@gmail.com,"Si, acepto ser contactado en el futuro",1,,QVeArSV@gmail.com,1,0,0,1,,QVeArSV@gmail.com,QVeArSV@gmail.com
